30.00, 40.00, 50.00, h
22.80, 31.45, 38.30, 17.80
23.15, 31.40, 38.70, 17.80
23.05, 31.65, 38.50, 17.80
23.20, 31.15, 38.90, 17.80
23.10, 31.60, 38.30, 17.80
22.90, 31.55, 38.30, 17.80
22.75, 31.55, 38.30, 17.80
23.05, 31.25, 39.00, 17.80
23.10, 31.70, 38.65, 17.80
23.20, 31.70, 38.90, 17.80
