30.00, 35.00, 40.00, 45.00, 55.00, h
22.40, 27.05, 30.05, 33.90, 39.50, 17.80
22.40, 27.15, 30.30, 33.65, 39.45, 17.80
22.60, 27.10, 30.70, 33.90, 39.50, 17.80
22.55, 26.90, 30.45, 33.65, 39.85, 17.80
22.55, 27.15, 30.75, 33.95, 39.40, 17.80
22.35, 27.05, 30.70, 34.00, 39.45, 17.80
22.45, 27.00, 30.60, 33.65, 39.60, 17.80
22.55, 27.95, 30.70, 33.75, 39.75, 17.80
22.35, 26.95, 30.60, 33.65, 39.00, 17.80
22.55, 26.65, 30.55, 33.80, 39.50, 17.80
