30.00, 40.00, 50.00, h
22.75, 31.85, 38.30, 17.80
22.90, 31.50, 38.20, 17.80
22.75, 31.30, 38.45, 17.80
22.75, 31.40, 38.55, 17.80
22.65, 31.40, 38.45, 17.80
22.50, 31.64, 38.65, 17.80
22.85, 31.40, 38.65, 17.80
22.75, 31.45, 38.75, 17.80
22.55, 31.30, 38.75, 17.80
22.70, 30.60, 38.80, 17.80
